Date,KO,DIS,GE,IBM,JNJ,MRK,PG,XRX,MCD,AXP,LLY,PEP,PFE,TXN,WMT
5/4/64,6.23,7.56,73.64,154.80,6.75,8.81,24.18,214.79,,,,,,,
5/5/64,6.21,7.62,72.98,155.00,6.82,8.97,24.25,215.89,,,,,,,
5/6/64,6.20,7.67,73.09,154.80,6.86,9.09,24.03,213.97,,,,,,,
5/7/64,6.25,7.75,73.53,154.60,6.79,8.89,23.96,214.79,,,,,,,
5/8/64,6.29,7.73,73.31,154.93,6.77,8.93,24.14,214.79,,,,,,,
5/11/64,6.36,7.71,73.09,154.80,6.86,8.77,24.07,223.01,,,,,,,
5/12/64,6.44,7.42,71.32,155.46,6.86,8.73,23.96,232.33,,,,,,,
5/13/64,6.45,7.42,72.32,155.66,6.80,8.69,23.88,233.42,,,,,,,
5/14/64,6.44,7.36,73.75,154.93,6.86,8.71,23.70,240.55,,,,,,,
5/15/64,6.41,7.38,73.86,155.72,6.75,8.68,24.03,248.22,,,,,,,
5/18/64,6.46,7.07,74.20,156.72,6.73,8.54,23.70,256.44,,,,,,,
5/19/64,6.45,7.13,72.76,158.37,6.67,8.52,24.18,245.75,,,,,,,
5/20/64,6.37,7.15,73.09,160.78,6.67,8.54,24.18,246.57,,,,,,,
5/21/64,6.40,7.17,73.20,162.02,6.75,8.48,24.21,254.79,,,,,,,
5/22/64,6.41,7.27,73.20,162.68,6.75,8.50,23.99,257.81,,,,,,,
5/25/64,6.32,7.19,72.76,160.24,6.77,8.57,23.74,262.46,,,,,,,
5/26/64,6.32,7.09,71.76,159.74,6.74,8.53,23.99,261.37,,,,,,,
5/27/64,6.30,7.03,71.76,157.92,6.91,8.37,23.81,252.05,,,,,,,
5/28/64,6.29,6.97,71.65,159.08,6.77,8.25,23.52,252.60,,,,,,,
6/1/64,6.23,6.82,71.76,156.84,6.57,8.17,23.52,237.81,,,,,,,
6/2/64,6.18,6.76,71.10,157.59,6.47,8.22,23.66,236.26,,,,,,,
6/3/64,6.20,6.78,70.88,155.76,6.47,8.22,23.66,240.14,,,,,,,
6/4/64,6.15,6.68,69.99,153.03,6.57,8.11,23.55,236.82,,,,,,,
6/5/64,6.18,6.70,70.33,153.78,6.67,8.20,23.70,242.07,,,,,,,
6/8/64,6.16,6.58,70.33,152.78,6.72,8.25,23.63,242.35,,,,,,,
6/9/64,6.19,6.58,70.22,155.76,6.75,8.27,23.96,252.03,,,,,,,
6/10/64,6.26,6.60,70.22,154.77,6.72,8.24,23.70,257.29,,,,,,,
6/11/64,6.33,6.66,71.10,155.43,6.69,8.44,23.96,255.35,,,,,,,
6/12/64,6.36,6.55,70.77,156.59,6.60,8.71,24.10,257.29,,,,,,,
6/15/64,6.44,6.63,71.10,157.75,6.69,8.71,24.03,264.21,,,,,,,
6/16/64,6.48,6.76,70.59,158.83,6.80,8.62,24.03,267.25,,,,,,,
6/17/64,6.47,6.76,71.37,159.74,6.72,8.77,24.14,262.55,,,,,,,
6/18/64,6.46,6.86,71.14,158.25,6.79,8.62,24.03,260.61,,,,,,,
6/19/64,6.41,6.78,71.14,158.91,6.82,8.77,24.10,256.74,,,,,,,
6/22/64,6.50,6.72,71.14,159.33,6.80,8.65,23.92,253.97,,,,,,,
6/23/64,6.42,6.70,71.03,158.66,6.84,8.77,23.96,245.67,,,,,,,
6/24/64,6.46,6.59,70.59,159.49,6.80,8.80,24.21,253.97,,,,,,,
6/25/64,6.41,6.55,70.59,159.41,6.80,8.80,24.58,253.42,,,,,,,
6/26/64,6.42,6.51,70.37,158.42,6.78,8.80,24.62,257.57,,,,,,,
6/29/64,6.49,6.51,70.81,158.17,6.84,8.92,24.51,255.35,,,,,,,
6/30/64,6.51,6.47,71.03,158.08,6.84,8.80,24.25,254.52,,,,,,,
7/1/64,6.54,6.72,71.92,159.41,6.84,9.01,24.51,257.29,,,,,,,
7/2/64,6.52,6.84,73.15,160.40,6.86,8.98,24.62,255.91,,,,,,,
7/6/64,6.65,6.92,73.59,161.73,6.86,9.30,24.69,247.88,,,,,,,
7/7/64,6.81,7.00,73.26,162.72,6.86,9.39,24.91,253.42,,,,,,,
7/8/64,6.75,7.00,72.48,162.06,6.80,9.45,24.87,252.03,,,,,,,
7/9/64,6.73,6.96,73.04,161.65,6.89,9.42,24.76,251.76,,,,,,,
7/10/64,6.72,6.94,72.93,159.91,6.84,9.63,24.84,243.46,,,,,,,
7/13/64,6.75,7.13,73.93,159.58,6.84,9.89,24.76,250.65,,,,,,,
7/14/64,6.72,7.17,73.93,156.43,6.86,9.74,24.69,255.35,,,,,,,
7/15/64,6.75,7.25,74.48,158.08,6.84,9.80,24.25,257.84,,,,,,,
7/16/64,6.73,7.25,74.82,158.75,6.84,9.80,24.73,253.42,,,,,,,
7/17/64,6.75,7.19,75.93,158.75,6.87,9.89,25.09,251.76,,,,,,,
7/20/64,6.67,7.17,75.71,157.09,6.87,9.83,25.06,251.48,,,,,,,
7/21/64,6.68,7.15,75.71,156.51,6.84,9.80,25.30,254.52,,,,,,,
7/22/64,6.71,7.09,76.27,156.26,6.89,9.60,25.11,253.97,,,,,,,
7/23/64,6.71,6.98,75.38,155.76,6.87,9.42,25.26,256.18,,,,,,,
7/24/64,6.73,6.96,75.49,153.69,6.87,9.57,24.93,255.08,,,,,,,
7/27/64,6.75,6.98,73.82,152.95,6.86,9.60,25.07,249.54,,,,,,,
7/28/64,6.76,7.07,73.37,152.62,6.86,9.54,24.89,249.82,,,,,,,
7/29/64,6.78,6.92,74.04,153.98,6.87,9.48,25.00,247.05,,,,,,,
7/30/64,6.83,6.80,74.37,152.95,6.87,9.63,24.82,242.63,,,,,,,
7/31/64,6.83,6.80,74.26,153.11,6.82,9.77,24.82,230.73,,,,,,,
8/3/64,6.78,6.80,74.37,152.37,6.80,9.68,24.74,237.92,,,,,,,
8/4/64,6.70,6.59,73.93,147.27,6.67,9.45,24.67,232.39,,,,,,,
8/5/64,6.68,6.59,73.82,149.51,6.64,9.51,24.37,236.82,,,,,,,
8/6/64,6.57,6.53,73.04,147.44,6.60,9.45,24.23,232.67,,,,,,,
8/7/64,6.64,6.59,73.71,148.84,6.64,9.54,24.37,239.03,,,,,,,
8/10/64,6.68,6.55,72.81,148.84,6.64,9.57,24.26,239.58,,,,,,,
8/11/64,6.70,6.45,72.26,147.68,6.65,9.51,24.37,242.90,,,,,,,
8/12/64,6.83,6.53,72.59,148.68,6.62,9.65,24.52,247.05,,,,,,,
8/13/64,6.78,6.70,73.15,150.01,6.60,9.92,25.00,243.46,,,,,,,
8/14/64,6.72,6.67,72.70,148.18,6.62,10.04,24.85,239.03,,,,,,,
8/17/64,6.76,6.59,73.04,148.35,6.57,10.45,25.00,240.69,,,,,,,
8/18/64,6.85,6.59,73.82,148.43,6.64,10.42,25.11,240.14,,,,,,,
8/19/64,6.90,6.59,74.37,147.02,6.64,10.27,24.89,232.39,,,,,,,
8/20/64,6.88,6.53,74.48,143.87,6.67,9.98,25.04,229.07,,,,,,,
8/21/64,6.88,6.49,74.48,145.53,6.72,9.92,25.00,234.88,,,,,,,
8/24/64,6.86,6.67,74.26,144.25,6.74,9.95,24.93,231.28,,,,,,,
8/25/64,6.85,6.67,74.04,142.05,6.70,9.80,24.67,220.77,,,,,,,
8/26/64,6.85,6.63,73.04,141.80,6.70,9.54,24.74,219.94,,,,,,,
8/27/64,6.85,6.65,74.15,142.55,6.74,9.60,24.74,225.47,,,,,,,
8/28/64,6.83,6.78,74.93,145.12,6.75,9.54,24.89,224.64,,,,,,,
8/31/64,6.77,6.92,74.82,146.03,6.70,9.57,24.85,221.05,,,,,,,
9/1/64,6.77,7.15,75.71,146.19,6.69,9.39,24.63,222.10,,,,,,,
9/2/64,6.71,7.35,76.38,146.52,6.74,9.51,24.63,227.08,,,,,,,
9/3/64,6.77,7.35,77.38,147.27,6.74,9.60,24.52,234.01,,,,,,,
9/4/64,6.76,7.29,77.49,147.23,6.71,9.86,24.63,235.39,,,,,,,
9/8/64,6.81,7.15,77.60,145.94,6.79,10.02,24.56,229.85,,,,,,,
9/9/64,6.80,7.25,77.49,144.29,6.82,10.47,24.45,230.96,,,,,,,
9/10/64,6.72,7.31,78.05,141.26,6.79,10.14,24.41,236.50,,,,,,,
9/11/64,6.72,7.50,78.60,140.97,7.16,10.17,24.60,235.95,,,,,,,
9/14/64,6.67,7.50,78.38,136.58,7.09,10.23,24.63,236.50,,,,,,,
9/15/64,6.65,7.42,78.54,138.07,7.08,10.20,24.60,242.59,,,,,,,
9/16/64,6.72,7.38,78.54,141.43,7.06,10.29,24.49,250.90,,,,,,,
9/17/64,6.70,7.33,79.10,143.87,6.94,10.32,24.19,262.26,,,,,,,
9/18/64,6.70,7.44,77.98,141.05,6.82,10.56,24.37,260.59,,,,,,,
9/21/64,6.65,7.54,77.98,141.39,6.82,10.38,24.49,260.87,,,,,,,
9/22/64,6.62,7.75,78.31,141.05,6.81,10.41,24.49,262.26,,,,,,,
9/23/64,6.65,7.89,78.87,142.55,6.81,10.20,24.82,266.41,,,,,,,
9/24/64,6.67,7.79,79.55,143.21,6.77,10.38,24.74,274.16,,,,,,,
9/25/64,6.72,7.79,79.66,145.45,6.82,10.20,24.82,278.32,,,,,,,
9/28/64,6.76,7.79,80.22,144.29,6.81,10.29,24.89,282.47,,,,,,,
9/29/64,6.67,7.70,80.44,145.03,6.81,10.26,24.74,275.82,,,,,,,
9/30/64,6.72,7.66,80.11,144.70,6.84,10.23,24.96,270.01,,,,,,,
10/1/64,6.70,7.58,79.99,144.12,6.84,10.32,25.04,268.07,,,,,,,
10/2/64,6.72,7.56,80.22,143.54,6.81,10.38,25.19,280.81,,,,,,,
10/5/64,6.72,7.42,80.33,142.63,6.79,10.44,25.07,288.01,,,,,,,
10/6/64,6.71,7.42,80.11,140.89,6.92,10.32,25.04,282.47,,,,,,,
10/7/64,6.60,7.58,80.11,141.05,6.91,10.50,24.93,281.36,,,,,,,
10/8/64,6.66,7.62,80.11,142.05,6.87,10.79,24.93,291.06,,,,,,,
10/9/64,6.65,7.83,78.87,142.88,6.94,10.88,25.04,284.69,,,,,,,
10/12/64,6.57,7.91,77.98,141.88,6.94,10.94,24.78,286.63,,,,,,,
10/13/64,6.52,8.06,77.75,139.56,6.97,10.79,25.00,270.56,,,,,,,
10/14/64,6.58,8.03,77.87,139.89,6.99,10.67,24.93,258.65,,,,,,,
10/15/64,6.48,7.75,76.97,141.05,6.91,10.73,24.52,245.92,,,,,,,
10/16/64,6.57,8.12,77.64,142.88,6.97,10.76,25.04,256.72,,,,,,,
10/19/64,6.53,8.26,77.98,141.88,6.96,10.85,24.96,245.92,,,,,,,
10/20/64,6.56,8.28,78.54,140.64,7.06,10.91,24.69,242.87,,,,,,,
10/21/64,6.47,8.16,78.43,140.72,7.01,10.76,24.95,243.98,,,,,,,
10/22/64,6.51,8.16,79.32,140.23,6.97,10.62,25.17,243.15,,,,,,,
10/23/64,6.51,8.14,79.43,139.69,6.96,10.91,24.87,241.49,,,,,,,
10/26/64,6.55,8.10,79.21,137.57,7.03,10.91,24.80,228.75,,,,,,,
10/27/64,6.56,8.03,78.87,138.07,7.03,10.82,24.65,233.18,,,,,,,
10/28/64,6.55,8.08,78.65,138.90,7.03,10.70,24.58,235.12,,,,,,,
10/29/64,6.48,8.08,77.98,139.40,7.03,10.67,24.58,236.50,,,,,,,
10/30/64,6.50,7.95,78.43,139.23,7.09,10.67,24.72,237.05,,,,,,,
11/2/64,6.55,8.03,78.43,138.28,7.19,11.06,24.72,245.92,,,,,,,
11/4/64,6.56,7.95,78.43,138.28,7.19,11.15,24.58,242.04,,,,,,,
11/5/64,6.57,7.79,78.99,138.86,7.19,11.45,24.32,238.16,,,,,,,
11/6/64,6.56,7.70,79.32,138.78,7.09,11.24,24.39,237.33,,,,,,,
11/9/64,6.57,7.64,79.43,138.94,7.11,11.33,24.43,234.84,,,,,,,
11/10/64,6.53,7.79,78.43,138.94,7.13,11.36,24.09,234.84,,,,,,,
11/11/64,6.57,7.75,78.54,138.94,7.09,11.42,24.17,238.16,,,,,,,
11/12/64,6.76,7.75,79.21,139.11,7.23,11.30,24.13,232.35,,,,,,,
11/13/64,6.97,7.75,78.99,141.35,7.40,11.59,23.98,236.22,,,,,,,
11/16/64,6.76,7.83,79.10,143.25,7.30,11.48,23.84,230.41,,,,,,,
11/17/64,6.88,7.95,78.87,142.92,7.33,11.68,23.87,227.08,,,,,,,
11/18/64,6.90,7.99,80.33,139.60,7.33,11.53,23.87,229.85,,,,,,,
11/19/64,6.85,8.06,80.67,139.60,7.40,11.59,23.80,236.22,,,,,,,
11/20/64,6.87,7.95,81.56,141.18,7.50,11.53,24.09,236.50,,,,,,,
11/23/64,6.73,7.91,82.46,140.27,7.53,11.33,23.98,230.96,,,,,,,
11/24/64,6.75,7.85,82.35,138.94,7.57,11.51,23.84,230.41,,,,,,,
11/25/64,6.78,7.83,83.36,138.28,7.60,11.45,23.84,227.08,,,,,,,
11/27/64,6.71,7.75,83.69,138.11,7.62,11.09,23.80,220.99,,,,,,,
