Date,KO,DIS,GE,IBM,JNJ,MRK,PG,XRX,MCD,AXP,LLY,PEP,PFE,TXN,WMT
10/4/72,31.93,120.27,143.82,426.78,80.54,46.10,70.15,1096.02,61.00,133.20,99.31,37.91,16.27,77.57,1.12
10/5/72,31.41,117.30,142.72,418.05,79.49,44.85,69.88,1073.46,58.86,126.45,97.56,37.74,15.68,75.96,1.09
10/6/72,31.82,117.47,141.90,424.92,80.54,45.83,70.42,1086.48,61.13,128.61,97.74,38.02,15.98,74.96,1.04
10/9/72,31.99,117.56,142.17,423.60,81.02,45.13,70.60,1088.21,61.79,131.04,98.79,38.08,15.88,75.29,1.06
10/10/72,32.39,116.11,143.55,416.99,80.70,45.27,71.95,1093.42,61.66,129.15,98.96,38.02,16.03,76.01,1.06
10/11/72,32.22,113.48,140.25,413.55,80.86,45.06,71.95,1076.06,60.86,124.83,98.26,37.97,15.98,75.46,1.06
10/12/72,31.59,113.48,139.15,406.93,81.02,45.55,70.78,1059.57,60.46,124.56,98.44,37.45,15.83,74.24,1.06
10/13/72,31.36,114.67,137.77,401.11,80.54,45.41,69.70,1060.44,60.73,123.20,97.91,36.93,15.64,73.85,1.06
10/16/72,31.21,114.84,137.22,385.77,79.73,45.13,70.16,1028.33,59.80,122.12,97.21,36.70,15.54,72.91,1.03
10/17/72,31.13,118.83,136.95,391.85,80.22,45.27,70.16,1061.31,61.79,125.37,98.26,36.81,15.68,73.19,1.05
10/18/72,31.24,119.42,137.50,401.11,80.38,45.48,71.15,1069.12,61.79,130.23,100.71,37.33,15.49,73.96,1.12
10/19/72,31.24,121.20,136.12,400.58,80.38,45.27,71.61,1055.24,62.19,129.15,102.81,37.45,15.64,73.85,1.13
10/20/72,31.70,125.53,141.07,409.58,80.06,45.76,71.79,1089.95,62.06,134.01,104.03,37.33,16.03,74.24,1.12
10/23/72,32.33,127.73,141.90,413.28,79.41,45.55,72.33,1120.32,62.73,131.85,104.03,37.79,16.37,77.40,1.11
10/24/72,32.62,127.73,142.17,411.96,79.81,46.10,71.24,1130.73,65.26,132.93,107.36,38.37,16.42,78.07,1.12
10/25/72,32.56,126.72,141.35,405.88,80.54,46.04,71.06,1121.19,64.72,132.93,107.70,38.83,16.18,77.57,1.10
10/26/72,32.73,126.04,140.52,399.52,82.56,46.17,71.97,1112.51,65.39,132.93,110.15,39.06,16.13,77.46,1.10
10/27/72,32.85,127.73,138.60,400.85,81.99,46.10,72.78,1096.89,65.12,132.66,108.23,38.66,16.18,77.01,1.11
10/30/72,33.14,127.90,138.60,401.91,81.83,46.38,73.87,1109.91,65.39,133.20,108.58,38.31,15.93,77.40,1.10
10/31/72,33.02,131.81,140.52,407.99,83.53,47.64,75.95,1108.17,68.05,132.93,110.50,38.49,16.13,78.79,1.14
11/1/72,32.91,133.84,141.90,412.23,85.30,48.47,78.48,1096.89,68.85,131.85,110.85,38.49,16.32,78.51,1.19
11/2/72,32.39,131.97,143.55,413.81,84.41,49.31,77.93,1091.68,68.32,131.58,110.85,38.77,16.91,78.51,1.20
11/3/72,32.85,131.81,144.65,410.51,84.25,49.87,79.92,1110.78,68.19,131.85,110.15,39.41,17.70,77.95,1.20
11/6/72,32.96,129.35,143.82,403.23,82.80,49.10,80.47,1076.06,66.19,134.55,110.33,39.29,17.36,75.29,1.20
11/8/72,32.56,127.23,144.65,399.88,84.17,48.96,79.02,1041.35,64.33,138.06,109.10,39.46,17.41,72.91,1.21
11/9/72,32.39,125.53,143.00,394.57,81.51,49.24,80.65,1041.35,65.66,137.79,108.40,39.52,17.36,71.75,1.21
11/10/72,32.39,125.36,142.45,395.37,80.94,48.75,80.47,992.76,65.79,138.06,107.01,39.41,16.91,70.19,1.21
11/13/72,32.22,125.95,141.90,400.15,79.73,47.92,79.56,1020.52,66.06,140.50,106.21,39.52,16.96,70.69,1.21
11/14/72,32.62,128.24,144.10,412.10,83.12,47.71,79.38,1052.63,65.79,140.50,107.96,40.04,16.91,73.63,1.19
11/15/72,32.88,127.31,147.40,408.11,82.24,48.47,78.57,1027.47,64.19,137.79,109.19,39.93,16.91,72.08,1.19
11/16/72,33.02,131.72,148.77,408.91,81.99,47.92,78.84,1037.88,65.92,135.09,109.19,40.16,16.91,72.74,1.19
11/17/72,32.96,130.28,147.95,407.85,82.22,47.92,77.93,1039.62,66.32,134.01,108.31,41.42,16.91,72.63,1.19
11/20/72,32.96,130.11,147.12,408.91,82.14,47.64,77.66,1041.35,67.39,131.85,107.09,41.42,16.91,72.63,1.18
11/21/72,33.08,131.13,147.67,411.30,79.80,47.64,77.84,1041.35,67.52,132.66,106.91,40.62,16.57,72.41,1.21
11/22/72,32.96,131.38,148.77,418.47,79.23,47.92,79.56,1029.20,67.92,134.01,106.73,40.73,16.82,72.47,1.21
11/24/72,33.08,129.77,149.87,413.16,79.96,47.85,79.47,1034.41,66.59,135.90,107.61,40.67,16.96,72.13,1.21
11/27/72,32.89,129.60,148.77,409.44,79.15,47.22,78.84,1027.47,66.99,134.55,107.09,40.79,17.11,72.30,1.24
11/28/72,33.12,132.82,149.32,405.99,79.23,47.22,78.48,1022.26,66.06,132.93,105.68,40.56,17.14,72.63,1.20
11/29/72,33.06,133.16,149.05,411.04,79.15,47.08,77.39,1030.94,67.52,131.85,106.03,40.44,17.14,73.13,1.15
11/30/72,32.83,135.03,150.10,415.28,79.96,47.29,78.21,1039.62,70.19,131.85,106.38,40.16,17.29,75.63,1.14
12/1/72,32.89,136.05,151.75,422.72,81.33,48.19,78.66,1046.56,71.38,135.09,106.21,40.16,17.39,76.46,1.16
12/4/72,33.40,138.42,154.24,425.37,82.06,48.61,79.20,1052.36,72.05,138.06,106.56,40.39,17.59,76.24,1.20
12/5/72,33.63,138.93,154.24,422.72,81.90,48.85,78.30,1052.36,72.85,138.60,106.03,40.62,17.59,75.96,1.22
12/6/72,33.63,139.10,153.97,421.66,82.54,49.27,79.20,1063.66,74.85,138.06,106.73,41.02,17.59,76.13,1.22
12/7/72,33.92,139.10,153.97,421.39,82.87,49.76,79.38,1068.87,74.31,138.06,106.38,41.54,17.59,75.96,1.21
12/8/72,33.86,140.29,153.97,428.03,83.19,49.90,78.30,1081.04,74.85,137.25,106.91,41.37,17.79,75.85,1.19
12/11/72,33.81,147.24,154.80,429.36,83.19,49.20,78.66,1093.21,73.12,136.71,106.91,41.14,17.84,75.29,1.21
12/12/72,34.33,147.07,153.97,423.78,82.87,49.34,79.20,1037.59,72.58,135.90,106.91,40.91,17.59,75.57,1.19
12/13/72,34.33,150.55,153.69,420.86,83.19,49.83,78.48,1030.64,73.65,134.55,108.31,40.85,17.44,76.29,1.20
12/14/72,34.27,154.11,151.48,420.06,83.03,49.90,78.30,1035.85,75.51,134.55,109.01,40.68,17.39,76.85,1.21
12/15/72,34.10,154.37,151.75,422.85,82.70,49.90,79.20,1041.07,75.38,135.09,108.14,40.73,16.90,76.51,1.22
12/18/72,33.98,149.96,150.93,419.00,80.60,49.90,78.75,1033.24,75.65,135.09,107.44,40.68,16.85,75.52,1.21
12/19/72,33.69,149.62,150.93,414.22,80.12,49.97,78.84,1033.24,78.44,135.90,105.33,40.10,17.05,75.79,1.22
12/20/72,33.35,152.25,151.48,413.69,80.28,49.76,77.57,1025.42,79.37,136.98,106.21,39.75,17.00,75.96,1.22
12/21/72,33.23,153.69,151.20,409.44,81.09,48.78,77.93,1010.65,78.04,135.09,106.21,39.23,17.00,75.13,1.21
12/22/72,33.58,155.72,152.58,414.75,82.06,49.06,78.66,1018.47,79.37,135.09,107.96,39.40,17.09,75.24,1.22
12/26/72,33.46,155.89,154.80,416.08,82.22,49.48,79.74,1023.69,81.37,134.55,108.66,39.23,17.00,76.51,1.20
12/27/72,33.69,157.76,156.45,423.78,83.19,49.55,79.20,1026.29,81.77,137.79,109.71,39.64,16.95,77.95,1.21
12/29/72,34.21,160.64,161.15,426.97,84.32,49.83,80.65,1037.59,81.24,139.96,111.64,40.27,16.95,80.67,1.22
1/2/73,33.78,165.56,163.36,434.40,83.03,50.59,80.47,1049.76,80.31,141.31,110.94,40.62,17.24,81.99,1.22
1/3/73,34.15,165.31,164.47,434.67,83.51,51.15,84.26,1058.45,79.24,147.25,111.47,40.33,17.29,81.99,1.22
1/4/73,34.44,160.64,161.15,437.32,83.27,51.43,82.45,1056.71,78.84,147.79,110.59,39.69,17.49,81.71,1.22
1/5/73,34.27,161.15,162.54,444.76,83.03,52.27,82.27,1053.23,78.71,147.52,111.12,39.46,17.59,81.93,1.21
1/8/73,34.10,155.38,163.36,444.76,82.95,52.83,82.64,1047.15,78.84,146.44,110.94,39.64,17.19,82.26,1.21
1/9/73,34.15,153.18,161.43,443.43,82.54,52.90,82.45,1050.63,78.44,145.36,110.77,39.23,17.19,82.60,1.18
1/10/73,33.46,151.06,162.54,437.06,81.90,54.09,82.27,1051.49,77.51,143.74,110.94,38.94,17.39,81.71,1.15
1/11/73,34.10,151.31,162.81,441.04,82.54,55.00,83.00,1053.23,79.37,145.90,110.59,39.29,17.64,81.76,1.18
1/12/73,33.78,145.21,159.77,446.09,82.46,54.09,83.72,1039.33,78.04,146.44,110.59,39.69,17.34,80.21,1.18
1/15/73,33.40,145.55,159.22,449.54,82.06,53.11,84.37,1023.69,76.18,145.90,109.36,39.64,17.39,77.88,1.16
1/16/73,33.46,146.56,160.32,448.74,81.09,52.97,84.18,1010.65,77.91,145.90,108.31,39.64,17.34,78.43,1.18
1/17/73,33.75,153.01,159.49,450.33,81.33,53.46,84.82,1037.59,79.37,145.36,108.14,40.21,17.34,78.77,1.19
1/18/73,33.81,158.27,158.94,455.51,82.54,53.67,86.09,1054.10,79.64,147.79,108.31,40.62,17.34,81.38,1.19
1/19/73,33.40,165.56,157.84,466.27,83.03,54.23,86.36,1055.84,78.44,150.49,107.96,40.16,17.29,81.15,1.17
1/22/73,33.63,160.98,154.80,463.08,82.70,54.65,85.27,1072.35,77.51,148.87,107.61,40.16,17.14,81.26,1.15
1/23/73,33.81,155.55,154.80,471.84,84.32,53.95,86.09,1080.17,77.91,148.87,107.09,40.39,17.00,83.60,1.11
1/24/73,33.75,142.83,151.48,463.08,82.87,53.11,84.64,1060.18,77.51,142.12,106.38,39.75,16.85,82.87,1.13
1/26/73,33.29,146.56,154.52,464.94,83.59,53.39,80.92,1084.52,77.64,139.96,104.81,39.17,16.25,82.60,1.12
1/29/73,33.12,146.39,154.24,468.92,83.19,52.34,79.47,1077.56,77.38,136.44,102.00,38.13,16.25,82.60,1.08
1/30/73,33.40,145.55,153.69,466.27,82.54,52.76,78.11,1077.56,76.84,137.79,101.65,38.42,16.30,82.82,1.06
1/31/73,33.58,144.70,154.80,462.55,81.73,52.55,78.92,1068.87,76.84,135.90,102.35,38.54,16.55,83.15,1.05
2/1/73,33.06,136.56,151.48,455.64,79.15,51.43,79.38,1049.76,73.51,131.31,105.51,38.25,16.50,80.82,1.07
2/2/73,33.06,131.81,152.03,456.44,79.15,50.31,79.83,1051.49,70.85,132.39,105.68,38.48,16.40,79.93,1.07
2/5/73,33.12,133.67,152.58,456.71,79.63,51.29,79.10,1055.84,70.19,134.01,106.21,38.13,16.30,79.27,1.07
2/6/73,33.03,137.91,152.31,464.94,81.41,51.71,79.65,1057.58,71.38,135.90,106.56,38.83,16.30,80.82,1.06
2/7/73,33.00,138.08,148.16,467.23,80.77,52.06,79.20,1053.23,71.65,134.01,107.96,38.42,15.96,80.15,1.08
2/8/73,33.03,140.97,149.27,466.16,80.93,51.92,79.01,1058.45,73.12,135.63,108.49,38.77,16.21,80.21,1.06
2/9/73,33.23,141.14,153.14,475.22,81.90,52.97,79.65,1084.52,78.31,138.33,110.86,38.77,16.45,81.04,1.06
2/12/73,33.86,139.10,154.24,477.88,81.90,53.46,80.56,1125.36,78.31,138.33,112.44,38.88,16.55,82.99,1.10
2/13/73,33.86,134.35,157.28,480.55,80.85,54.58,81.46,1146.22,79.64,139.42,116.31,38.83,16.90,83.21,1.10
2/14/73,33.69,130.79,153.97,474.82,80.20,53.95,80.10,1119.28,77.78,135.36,114.38,38.48,16.65,82.43,1.10
2/15/73,33.40,129.43,154.52,470.42,79.96,54.09,78.38,1120.15,76.58,135.09,115.96,38.60,16.85,81.93,1.11
2/16/73,33.35,132.48,154.80,470.16,80.22,53.95,78.56,1126.23,75.25,135.36,119.12,38.94,16.85,81.93,1.14
2/20/73,33.43,133.50,154.52,476.29,79.73,54.72,77.83,1137.53,75.38,136.98,119.47,39.00,16.95,81.26,1.16
2/21/73,33.06,131.64,151.48,472.82,76.82,54.09,77.38,1145.35,74.05,134.01,118.59,38.77,17.09,80.04,1.15
2/22/73,32.94,130.45,150.10,473.09,78.92,54.23,76.47,1147.08,74.71,132.93,120.17,38.71,17.19,80.38,1.12
2/23/73,32.94,129.43,146.23,461.90,77.79,53.95,75.93,1126.23,73.91,125.10,118.94,38.65,17.00,79.54,1.13
2/26/73,32.37,130.11,146.78,459.24,77.87,52.76,76.75,1104.20,72.05,129.15,117.01,38.65,16.90,77.38,1.12
2/27/73,31.65,128.58,147.06,450.71,77.71,52.55,77.65,1097.24,66.99,127.53,117.01,38.42,17.00,76.55,1.11
2/28/73,32.31,130.28,148.67,459.77,78.28,51.71,77.56,1103.33,68.32,131.04,118.24,38.13,16.81,77.38,1.10
3/1/73,32.19,128.07,147.28,454.97,75.93,50.73,76.02,1093.76,68.99,128.61,119.12,38.48,16.81,74.94,1.09
3/2/73,32.94,130.45,148.39,470.96,76.98,51.71,78.02,1103.33,71.38,129.15,120.88,38.48,16.76,76.38,1.08
3/5/73,33.40,135.71,149.22,467.49,78.11,52.09,79.65,1147.70,71.92,129.69,121.05,38.84,16.71,77.16,1.05
3/6/73,34.04,141.81,150.61,465.90,80.05,54.40,80.47,1163.37,74.58,131.85,121.93,39.30,16.76,79.93,1.00
3/7/73,34.33,142.32,152.00,469.89,82.72,54.68,80.92,1169.46,74.18,133.74,126.15,39.71,17.11,80.60,0.98
3/8/73,34.35,139.78,151.72,469.36,81.35,54.54,81.46,1143.35,72.98,133.20,124.04,40.11,17.31,80.93,1.03
3/9/73,34.15,137.57,152.28,468.29,80.54,54.96,80.10,1125.08,73.25,134.01,122.63,40.29,17.41,80.93,1.01
3/12/73,34.08,136.05,151.17,471.49,81.67,55.38,80.19,1148.57,73.65,134.55,124.57,40.00,17.21,80.04,1.02
3/13/73,34.28,137.06,150.89,473.89,82.16,56.36,80.56,1149.44,73.78,135.90,124.21,40.34,17.16,79.32,0.99
3/14/73,34.54,135.37,151.17,478.15,82.16,55.80,80.83,1175.55,73.51,136.44,125.80,41.27,17.11,79.93,1.01
3/15/73,34.25,130.62,150.33,473.09,81.11,55.38,81.10,1170.33,72.85,136.71,126.50,40.87,16.96,79.27,0.99
3/16/73,33.90,130.79,148.39,472.56,82.56,55.17,80.37,1159.01,72.58,135.63,125.80,40.63,17.11,78.66,0.98
3/19/73,33.62,129.77,145.06,466.56,80.62,54.54,79.83,1131.17,71.12,133.74,122.28,40.75,16.96,78.38,0.96
3/20/73,33.67,130.96,146.17,466.43,80.05,53.42,78.38,1116.38,70.98,132.39,120.88,40.46,16.96,78.16,0.94
3/21/73,33.21,125.70,142.28,458.70,79.57,51.67,76.75,1085.92,67.12,129.15,117.71,39.88,16.56,73.72,0.92
3/22/73,32.52,121.80,141.44,453.38,77.63,51.18,75.48,1065.04,66.32,124.01,112.09,38.72,15.82,72.44,0.76
3/23/73,32.29,122.48,140.33,456.04,79.41,52.44,76.66,1035.46,66.99,126.18,114.55,38.55,15.67,72.72,0.77
3/26/73,32.00,124.17,140.61,460.84,78.92,52.72,76.20,1051.12,70.58,123.74,118.77,38.20,15.92,74.60,0.78
3/27/73,32.23,126.89,142.55,466.16,80.54,53.77,77.83,1085.05,71.52,126.45,120.17,38.61,16.76,75.05,0.81
3/28/73,32.35,125.36,143.67,462.97,80.86,54.26,76.38,1061.56,71.92,127.80,119.82,38.49,16.81,75.27,0.80
3/29/73,32.11,131.64,145.06,467.49,80.22,54.68,75.20,1073.74,73.25,129.15,122.98,39.53,16.71,75.16,0.80
3/30/73,32.29,126.89,143.39,459.77,78.52,53.63,73.30,1052.86,70.98,126.45,120.52,38.66,16.36,72.16,0.80
4/2/73,32.00,127.56,139.50,456.04,76.42,51.74,68.58,1038.07,70.72,119.69,120.17,38.26,15.97,69.50,0.81
4/3/73,31.65,127.73,138.39,452.04,76.09,51.46,68.40,1027.63,69.12,116.72,119.12,38.32,15.92,69.01,0.81
4/4/73,31.77,124.85,135.33,450.71,76.42,52.16,70.12,1023.27,67.65,109.97,116.31,37.79,16.02,67.40,0.81
4/5/73,31.77,127.90,137.00,450.58,76.66,52.16,71.30,1027.63,68.45,111.32,115.61,38.26,15.57,67.90,0.77
4/6/73,32.29,120.61,137.27,451.25,77.79,52.65,71.21,1034.59,72.72,116.99,117.19,38.32,15.82,69.68,0.77
4/9/73,32.86,130.11,140.05,457.64,79.81,53.00,71.76,1068.52,73.12,119.69,119.47,38.49,15.92,70.46,0.77
4/10/73,33.15,130.79,142.55,462.70,81.03,54.33,72.94,1071.13,71.52,126.45,119.47,39.30,16.27,72.74,0.77
4/11/73,33.07,127.06,143.39,458.44,80.54,54.05,72.75,1069.39,71.25,123.47,119.29,38.95,16.22,72.18,0.77
4/12/73,33.44,123.49,142.83,460.57,79.57,53.00,73.21,1067.65,70.72,124.56,118.06,38.43,16.22,70.57,0.77
4/13/73,33.50,123.66,142.83,457.91,79.89,53.14,72.85,1065.04,69.79,121.31,117.71,38.43,16.22,69.57,0.77
4/16/73,33.10,125.19,142.00,453.11,79.57,52.44,73.77,1051.12,69.79,116.45,117.19,38.20,16.22,70.68,0.76
4/17/73,33.12,124.17,142.00,452.84,78.76,52.72,73.86,1037.20,68.85,111.32,117.36,38.08,16.07,71.79,0.76
4/18/73,33.15,124.85,141.72,460.30,78.92,53.77,74.95,1059.82,69.52,115.64,118.06,37.85,16.17,72.29,0.75
4/19/73,33.27,124.17,142.55,457.11,79.25,54.26,76.68,1077.22,69.92,117.26,118.42,39.07,16.17,78.96,0.77
4/23/73,32.98,125.87,141.72,453.38,79.65,54.68,74.49,1083.31,68.72,111.59,118.24,39.30,16.22,80.08,0.80
4/24/73,31.51,125.19,139.78,442.46,76.33,53.28,72.76,1070.26,67.12,111.32,117.89,39.76,15.97,77.18,0.82
4/25/73,31.25,122.14,133.38,434.20,76.74,52.16,72.13,1040.68,63.66,109.15,115.25,39.59,15.82,74.35,0.82
4/26/73,32.11,122.48,135.33,436.59,77.63,51.67,72.85,1037.20,65.26,108.88,114.20,39.65,15.52,76.85,0.81
4/27/73,32.11,119.59,134.50,431.80,76.09,49.49,72.49,1007.61,62.99,104.29,112.27,38.78,15.62,74.74,0.80
4/30/73,31.88,120.44,131.72,434.73,76.66,49.49,72.58,979.77,63.26,105.10,112.97,38.84,15.67,75.96,0.79
5/1/73,31.48,122.98,133.11,442.59,76.50,49.63,72.67,1002.39,64.19,113.21,113.50,38.72,15.67,76.18,0.79
5/2/73,31.54,122.48,132.83,442.59,77.31,52.16,74.04,1047.64,66.86,117.80,117.36,38.61,15.67,79.52,0.78
5/3/73,31.77,127.90,133.66,451.78,77.31,52.44,74.59,1063.30,70.05,121.85,119.12,38.72,16.02,80.91,0.78
5/4/73,31.83,126.21,137.83,450.87,76.17,53.28,74.49,1063.30,71.12,124.56,119.29,38.95,16.17,80.69,0.80
5/7/73,31.19,126.38,137.00,445.79,74.39,52.44,74.04,1070.26,70.72,116.72,118.06,39.24,16.17,80.69,0.79
5/8/73,31.54,130.45,137.27,451.14,76.98,53.21,73.86,1073.74,73.78,119.42,119.82,39.24,16.17,84.97,0.79
5/9/73,31.42,129.77,137.55,442.58,74.88,52.44,74.49,1075.48,72.05,117.80,119.65,38.95,16.17,85.41,0.80
5/10/73,31.36,129.94,135.61,438.84,76.01,51.60,73.95,1077.22,69.79,118.07,119.29,38.95,16.17,85.80,0.80
5/11/73,31.13,128.24,132.83,433.63,76.33,49.91,73.22,1038.94,67.12,115.37,117.54,38.43,16.17,83.25,0.79
5/14/73,30.55,126.55,129.49,423.48,74.15,49.42,73.13,1017.18,64.19,109.15,116.22,37.62,16.02,81.52,0.76
5/15/73,30.96,127.56,131.44,427.62,75.36,50.05,73.22,1016.31,68.72,112.94,117.98,38.14,16.17,83.69,0.75
5/16/73,31.05,126.21,131.16,427.62,75.93,50.48,73.22,998.04,66.06,112.94,119.92,38.14,16.02,81.97,0.75
5/17/73,30.76,123.83,128.38,424.41,75.20,50.41,72.76,983.25,64.06,109.15,119.39,38.14,16.02,81.52,0.76
5/18/73,30.81,119.59,125.05,415.86,73.26,49.21,72.58,988.47,64.99,105.91,117.63,38.14,15.82,79.41,0.76
5/21/73,30.50,117.39,125.05,413.45,73.18,48.58,70.85,991.95,65.79,105.91,114.81,38.43,15.82,83.69,0.76
5/22/73,30.96,120.10,125.88,416.93,72.21,49.35,71.40,1025.02,67.12,107.80,116.04,38.43,15.82,84.13,0.76
5/23/73,31.19,120.95,126.71,416.66,72.45,49.98,72.04,1031.98,68.85,109.69,118.33,38.43,16.02,85.41,0.74
5/24/73,32.29,127.56,132.27,428.15,74.64,51.11,72.85,1068.52,72.05,121.04,122.03,39.24,16.36,89.25,0.73
5/25/73,32.58,128.41,133.11,436.17,74.80,50.97,73.31,1073.74,72.98,119.69,123.26,38.95,16.76,87.97,0.76
5/29/73,32.81,125.87,133.66,432.29,75.12,50.62,72.67,1072.00,72.32,119.42,122.38,38.95,16.96,86.64,0.80
5/30/73,32.98,125.02,133.11,426.28,74.96,50.05,71.76,1047.64,68.72,115.37,121.33,38.43,16.82,83.19,0.78
5/31/73,32.52,120.27,132.27,420.60,75.04,50.05,71.03,1027.63,67.65,110.51,121.85,38.43,16.63,81.52,0.78
6/1/73,31.59,116.37,129.22,414.25,73.91,48.65,71.40,1019.79,68.05,110.51,119.21,38.43,16.43,81.08,0.78
6/4/73,31.36,117.90,129.22,413.92,72.86,48.16,70.49,1005.64,68.72,108.34,117.80,37.45,16.08,81.97,0.78
6/5/73,31.88,121.63,132.55,423.61,74.40,49.59,72.49,1038.76,71.12,114.29,119.39,37.45,16.63,83.63,0.77
6/6/73,32.26,119.42,132.27,420.94,73.91,50.16,73.22,1039.63,70.05,115.64,118.33,36.93,16.82,82.86,0.71
6/7/73,32.75,122.14,135.85,430.29,75.53,51.35,75.40,1066.64,72.05,118.34,118.51,37.45,17.37,84.08,0.70
6/8/73,33.08,122.14,136.13,433.30,75.77,51.92,76.13,1065.77,69.79,122.12,121.15,38.27,17.37,86.19,0.70
6/11/73,32.79,121.12,134.45,431.63,76.26,51.92,76.13,1060.54,68.19,118.61,120.09,37.45,17.77,86.19,0.69
6/12/73,33.14,124.17,136.69,439.98,77.88,53.18,77.95,1084.07,70.72,121.31,123.97,39.08,17.57,88.31,0.66
6/13/73,33.60,122.48,134.17,440.31,77.88,53.04,76.50,1080.59,69.52,115.64,124.50,39.08,17.77,87.53,0.62
6/14/73,33.86,118.40,131.66,428.95,77.71,53.11,76.41,1084.94,64.19,114.29,124.32,38.56,17.57,84.97,0.54
6/15/73,33.60,115.69,129.70,425.28,77.23,51.63,74.40,1071.87,63.39,111.32,121.33,38.27,17.57,85.41,0.53
6/18/73,33.14,114.33,128.02,419.60,76.18,51.78,74.13,1065.77,63.26,109.97,121.33,37.45,17.57,84.52,0.53
6/19/73,32.67,114.84,129.14,424.95,76.58,51.21,75.40,1071.87,63.66,117.80,122.56,36.93,17.57,83.19,0.55
6/20/73,33.02,113.82,129.42,429.62,76.90,50.30,75.95,1076.23,63.66,119.42,121.85,36.93,17.57,83.19,0.61
6/21/73,32.67,109.41,127.74,421.60,74.80,49.73,75.31,1065.77,62.33,115.91,119.56,37.45,17.57,81.52,0.62
6/22/73,32.85,103.99,127.74,423.28,75.45,49.81,74.68,1064.90,59.93,119.42,120.80,37.45,17.57,82.41,0.61
6/25/73,32.09,97.03,125.51,412.58,73.34,48.82,72.76,1050.96,57.40,115.64,116.04,37.45,17.57,78.52,0.58
6/26/73,32.41,101.78,127.18,417.93,75.45,49.52,74.31,1064.90,60.73,119.69,115.34,37.74,17.77,76.41,0.52
6/27/73,33.02,101.78,127.46,418.60,75.61,50.37,73.77,1073.61,59.26,119.69,114.63,38.27,18.17,76.41,0.53
6/28/73,32.91,105.17,129.42,427.28,73.99,51.14,75.22,1087.56,60.60,123.74,117.10,38.27,18.72,78.52,0.53
6/29/73,33.17,104.16,128.30,423.61,73.75,50.58,75.77,1084.94,60.86,122.39,117.63,38.27,18.52,76.41,0.53
7/2/73,32.82,100.76,126.91,407.91,73.34,50.58,75.04,1065.77,59.66,119.96,118.33,37.74,18.37,74.41,0.55
7/3/73,32.36,101.27,126.35,398.89,71.80,48.96,73.22,1043.11,59.26,116.72,116.22,37.74,17.97,74.86,0.57
7/5/73,32.01,102.63,126.35,400.89,70.75,47.84,73.22,1043.98,58.60,117.80,114.28,36.93,17.97,76.08,0.57
7/6/73,31.98,101.95,126.35,401.23,71.72,46.85,72.13,1012.61,59.26,117.80,111.11,36.93,17.97,73.97,0.57
7/9/73,32.56,111.28,126.35,408.24,74.15,46.92,72.76,1010.87,62.59,123.74,110.76,36.93,17.77,76.08,0.55
7/10/73,32.76,109.58,127.18,419.60,75.29,46.92,74.49,1049.21,60.60,126.72,112.70,36.93,18.37,78.20,0.55
7/11/73,33.43,114.50,133.61,427.62,77.07,48.40,77.23,1073.61,64.06,125.10,116.92,37.45,19.11,81.21,0.54
7/12/73,33.14,116.88,132.22,419.27,76.42,48.12,76.68,1062.29,65.12,122.39,118.86,37.74,19.11,81.21,0.53
7/13/73,33.08,114.33,129.70,414.25,76.01,47.69,76.59,1056.18,63.93,120.50,119.92,37.45,18.92,81.65,0.53
7/16/73,33.69,121.46,131.66,426.28,76.58,48.96,77.83,1074.49,67.65,126.45,120.09,38.27,19.11,85.55,0.59
7/17/73,33.28,118.40,133.06,414.25,75.53,50.09,77.38,1073.61,66.72,124.01,121.33,39.08,19.31,83.77,0.60
7/18/73,32.88,120.78,136.41,419.93,75.93,49.81,78.47,1067.51,67.92,126.45,120.27,39.37,19.71,85.11,0.64
7/19/73,33.22,122.81,138.09,420.94,76.10,49.95,77.92,1080.59,68.99,127.80,121.15,39.08,19.86,87.22,0.67
7/20/73,33.28,119.25,137.81,420.94,76.42,50.44,77.74,1089.30,70.32,129.15,120.45,37.74,20.06,91.01,0.72
7/23/73,33.14,120.44,140.04,417.93,75.61,49.95,78.47,1094.53,69.39,128.61,121.15,38.27,20.46,90.23,0.76
7/24/73,33.17,122.14,138.93,416.59,75.93,50.30,79.75,1120.67,71.38,131.04,125.20,39.08,20.46,93.69,0.85
7/25/73,33.31,125.53,142.28,426.28,76.74,51.56,83.05,1115.44,71.52,133.20,129.07,39.08,20.86,94.91,0.91
7/26/73,33.43,125.02,142.28,425.95,77.07,51.63,82.50,1125.90,70.32,133.20,128.37,39.08,20.46,93.69,0.87
7/27/73,33.22,124.85,143.40,424.95,76.50,52.34,82.68,1123.29,68.59,135.36,126.78,39.37,20.26,97.03,0.79
7/30/73,33.57,126.21,143.68,428.62,76.26,52.27,81.67,1122.41,71.25,136.98,125.90,40.19,19.86,97.47,0.82
7/31/73,33.37,120.10,140.32,420.27,76.50,52.34,82.77,1104.11,68.99,133.20,124.50,39.66,19.71,95.36,0.85
8/1/73,33.02,118.07,138.09,416.26,76.01,51.21,81.58,1102.37,68.19,132.39,122.03,39.66,19.71,92.79,0.80
8/2/73,33.43,121.12,137.53,418.26,76.10,51.21,82.86,1103.24,67.39,133.74,124.32,39.08,19.51,93.69,0.79
8/3/73,33.20,120.61,138.65,416.26,75.93,50.79,82.50,1100.63,67.12,131.85,125.02,39.37,19.51,95.36,0.78
